情感倾向,评论
1,感觉挺好
1,很棒的软件
1,很好很喜欢
1,好
1,可;非常可！
1,超级棒！
1,超级棒
1,真的很好呢
1,太棒了
1,很好的软件
1,很好
1,满意
1,不错
1,很友好
1,感觉很期待
1,挺好的！
1,奈斯;
1,很棒
1,很有意义
1,太好了吧
1,很好
1,特别喜欢
1,是真的宝藏呢
1,超级好啊
1,真的非常好
1,好
1,宝藏
1,挺好的
1,让更多人看到
1,good
1,很好
1,很好;喜欢。
1,必须5星
1,很好;谢谢
1,就很棒
1,很好
1,宝藏软件
1,感觉不错
1,很爱这个软件
1,爱了爱了
1,好
1,很棒
1,好
1,我挺满意的。
1,温馨
1,挺好的
1,很好
1,很喜欢
1,不错
1,很好
1,还不错
1,很棒
1,给你满分
1,加油
1,我爱你
1,就很棒
1,有感
1,特别好
1,小右来的
1,很有意义
1,挺好的
1,很治愈
1,愿不辜负自己
1,给未来
1,愿我无悔
1,挺好的
1,超级无敌好
1,好的五分
1,太喜欢了
1,太好了
1,感觉挺好的
1,良心app
1,很好
1,特别好！
1,很好呦
1,好喜欢
1,加油！
1,好用
1,太棒了
1,感觉挺好的啊
1,赞!
1,很好
1,五星安利
1,很棒呀
1,挺好的
1,宝藏！！！
1,赞赞赞
1,我爱了
1,挺好哒~
1,满意
1,神仙软件
1,很好的应用
1,挺好的
1,很好
1,满分
1,很棒！
1,感谢
1,满意哦哦！
1,爱了
1,非常好！
1,棒
1,很好
1,敬自己
1,感觉很奇妙
1,很棒
1,谢谢
1,爱你
1,很好
1,很棒
1,非常好用
1,棒棒!
1,还不错
1,五星就行了
1,满意
1,会一直支持的
1,我很喜欢
1,未来可期
1,加油吧！我！
1,真的好！
1,等一年后的信
1,超级好用
1,喜欢
1,很感动
1,很好呀
1,很好很文艺
1,希望美好
1,爱辽爱辽
1,很好;
1,很好
1,太好了
1,加油
1,很棒;加油
1,真的棒
1,app很棒
1,很棒的啊
1,很好
1,高考加油
1,高考加油！
1,我喜欢
1,还不错
1,很爱❤
1,好;
1,祝好
1,很好的软件
1,很好的软件
1,给未来的我
1,期待着。
1,非常不错
1,谢谢你
1,爱你
1,nice
1,希望如愿所至
1,真的很好
1,很棒
1,应该好吧
1,超级棒啊
1,五星好评
1,很棒
1,真的很棒！
1,要一直好下去
1,很棒
1,谢谢
1,满意
1,很棒的软件
1,我太喜欢了
1,很有意义
1,美滋滋儿
1,真•保护
1,完美
1,造他就完了
1,i了
1,好期待
1,爱了爱了
1,nice啊
1,很喜欢
1,非常好非常好
1,爱了爱了
1,温柔的软件
1,特别棒
1,爱辽
1,很好啊
1,心动
1,感谢有你
1,还不错
1,期待着。
1,加油
1,神仙软件
1,好好好
1,满意
1,我觉得很好
1,挺好
1,简直不要太赞
1,这个真的不错
1,好;正能量
1,很棒的应用
1,希望未来可期
1,很好。
1,很好
1,很好
1,很喜欢
1,樱花时速八秒
1,宝藏
1,不错
1,爱死了！
1,很棒
1,很棒
1,有PC端的吗
1,很浪漫
1,超好的软件
1,喜欢
1,很好
1,不负众望
1,很好的软件！
1,安理会
1,神仙软件
1,很喜欢
1,宝藏软件
1,干净 纯粹
1,感觉还不错
1,宝藏应用
1,我很期待
1,很棒
1,是很好的软件
1,很喜欢
1,很棒
1,满意
1,未来可期
1,很有仪式感
1,软件非常帮
1,加油
1,真的挺好
1,真的奈斯
1,很棒
1,很好;巨喜欢
1,可以
1,我天;真的超
1,超棒的！
1,谢谢
1,神仙软件
1,很好很好
1,超棒的！
1,很棒的软件
1,Good
1,爱了
1,很棒哦
1,很好的软件
1,很棒
1,很棒
1,真的很好
1,好评
1,很棒
1,保持热爱
1,很好
1,很棒
1,很好
1,很棒
1,很喜欢
1,很喜欢很喜欢
1,i了
1,很好啊
1,要一直在啊
1,很有意义呢
1,还行吧
1,爱了❤️
1,非常满意
1,很好
1,我觉得很棒
1,谢谢这个软件
1,很好。
1,很好用
1,未来可期
1,很温暖
1,感觉还不错
1,页面很好看
1,很棒！
1,真的很叭错
1,神仙软件！
1,他是真的很棒
1,完全赞
1,满意超级满意
1,挺好的
1,很棒
1,挺不错的
1,不错的！
1,很好
1,爱了
1,很棒
1,还不错
1,喜欢
1,真的很棒
1,还不错哎
1,很喜欢
1,超级棒
1,我很喜欢
1,不错哦
1,棒棒棒
1,太棒了
1,等著收信
1,太好了
1,我超级满意
1,好
1,超赞的App
1,小期待
1,非常好
1,很好。
1,好喜欢
1,谢谢
1,nice
1,很好哦
1,还可以
1,贼好
1,净地
1,很喜欢
1,很好
1,很好
1,很好啊
1,我在未来等你
1,很好
1,良心
1,好
1,感谢你们
1,更好
1,超级喜欢呀
1,感觉很奇妙
1,蛮好的
1,很好
1,还是很不错的
1,感动
1,炒鸡好用呀
1,还不错哦
1,很好用
1,好急了
1,爱了爱了
1,很棒
1,非常好用
1,真的非常好
1,感觉很有意思
1,第一封信
1,非常满意
1,很好
1,特别喜欢
1,不错
1,很好
1,妥妥好评
1,太棒啦
1,很有纪念意义
1,能治愈自己
1,很优秀
1,非常nice
1,真的挺好的！
1,非常好的软件
1,真心不错
1,挺好的
1,超棒的
1,特别好
1,还不错
1,好喜欢
1,真挺好的
1,超级好
1,希望好好过活
1,真的很好
1,个人很喜欢
1,挺好的
1,非常好
1,很好
1,很好
1,喜欢
1,很棒的软件
1,真的很好
0,第一次使用。
1,挺好用的
1,好好活着
1,满意
1,很好
1,挺好的
1,很好的APP
1,很棒
1,超级棒！
1,可以的
1,好评。
1,超级棒
1,很满意;
1,很好;宝藏
1,好评好评
1,挺好的！
1,好棒
1,就很nice
1,很感动
1,可以可以
1,我喜欢这个
1,期待一年后
1,很好
1,很喜欢！
1,我爱了
1,好棒
1,好喜欢啊啊啊
1,要扛下去啊
1,谢谢你
1,我超喜欢
1,nan
1,真的很棒
1,好棒！
1,我喜欢你
1,有期待
1,很好
1,暂时先这样吧
1,真的很好;
1,非常好
1,非常好！
1,很好很好
1,挺好的
1,第一次挺好的
1,等信了
1,很好
1,太有意义了
1,挺好的
1,挺不错的
1,超级棒！！
1,非常好
1,真的太棒了
1,真的很好
1,很好
1,挺好用的
1,嗯……很奈斯
1,太讚了
1,深有感触
1,很棒
1,不错
1,非常好！
1,很好
1,很好嗷
1,很棒呢
1,喜欢喜欢
1,很温馨！
1,非常棒
1,可以
1,很好;很期待
1,真的非常棒啊
1,很好的
1,恩;很喜欢。
1,图片要钱
1,嗯
1,很好的软件
1,喜欢;永爱
1,挺好的
1,很好;支持？
1,挺好
1,很赞
1,未来的你更好
0,收钱;;;
1,情怀
0,这个软件很好
1,真的很好啊
1,很好。
1,棒棒棒
1,很棒
1,真好
1,真的很好
1,超级赞哦
1,很棒
1,喜欢❤️
1,喜欢
1,很好
1,挺好的
1,超级喜欢
1,很好呀
1,真好
1,希望可以收到
1,树洞
1,超级好用
1,不错
1,很好哦。
1,特别好
1,很喜欢！
1,喜欢
1,很好
1,真的很好
1,很棒呀！很好
1,就很奶思～
1,很感动
1,棒
1,很棒的软件
1,很棒！！！！
1,很好
1,挺好
1,好好用
1,很有感觉
1,真的很好
1,很好
1,真的很喜欢。
1,很棒的
1,很有意义
1,不要遗失自己
1,感觉挺好的
1,很好
1,特别喜欢
1,我觉得很好
1,很棒啊
1,太喜欢了！
1,很好
1,五星好评！
1,好的吧
1,nice
1,非常好
1,很期待
1,超棒！
1,喜欢;
1,很赞
1,太好了;爱
1,特别棒
1,很好;很期待
1,挺好的
1,感觉真的很好
1,很好。
1,挺好的
1,很棒
1,喜欢
1,非常nice
1,真的很好
1,未来可期
1,很期待
1,很棒啊
1,好评！
0,挺好的
1,很不错
1,很喜欢
1,给个好评吧
1,喜欢
1,很棒
1,很好喜欢
1,好
1,棒棒哒
1,满分
1,好
1,奈斯
1,超级好！
1,我喜欢
1,很好W很喜欢
1,强推
1,很好用
1,棒！
1,很棒很喜欢
1,很好的创意
1,挺好的
1,非常好;
1,很好用
1,很喜欢
1,挺好的
1,很喜欢很喜欢
1,特别好
1,超好的
1,很好用
1,可以
1,温暖人心
1,nice
1,很好用！！
1,优秀
1,很好用
1,太喜欢了-
1,满分
1,很好用
1,很喜欢了
1,很好
1,很好
1,很温暖
1,非常好用
1,真好。
1,超棒！
1,棒鸭
1,很不错
1,特别好
1,倾吐内心
1,谢谢你们
1,很有意思呢
1,大赞
1,甜甜的
1,简约;暖心
1,还不错
1,唯美;简约
1,好暖
1,很喜欢
1,nice
1,挺好的;界面
1,不错
1,挺好的
1,超级nice
1,我i了
1,感觉超棒
1,很棒
1,很棒哦
1,很好的软件
1,很棒
1,不错的
1,很好
1,挺好的
1,很棒;我爱了
1,有意义
1,好
1,喜欢
1,很棒哦！
0,可以
1,挺好的
1,期待啊。。
1,很奇妙
1,很好哦
1,非常好
1,期待！！
1,期待收信
1,不错
1,非常好
1,真的很好
1,非常好的软件
1,好啊啊啊啊
1,如期而至
1,超级棒！！！
1,我喜欢
1,很好
1,有意义;很好
1,太棒了！！
1,棒
1,说不出的感觉
1,这个软件很好
1,特别有意义
1,好评！！！
1,很棒的软件
1,很喜欢
1,爱了
1,nice
1,感觉很好
1,超爱
1,不错的呢~
1,不错
1,不要消失
1,挺好的
1,很好
1,nice哦
1,感觉太美好了
1,很棒
1,还行
1,未来可期
1,很棒
1,很喜欢
1,真好
1,非常好
1,喜欢
1,四星好评
1,喜欢
1,很感动
1,很好
1,很好
1,确实不错
1,很棒
1,很好
1,真的很好呐
1,很棒
1,赞
1,很棒
1,很棒的;
1,可
1,很好
1,很好的软件
1,很棒
1,很棒啊;嘿嘿
1,愿你不负众望
1,唯愿不负所期
1,惟愿不负所期
1,超赞
1,还不错
1,很好
1,宝藏软件
1,很好用
1,超级棒！！
1,很期待
1,很好
1,很喜欢
1,很棒
1,很好
1,挺好的
1,很棒
1,非常厉害
1,好感动的。
1,很好！
1,非常好
1,挺好
1,真的很好
1,很好
1,很棒
1,很好
1,真的很棒
1,很好
1,很喜欢
1,好评
1,好评
1,挺好的
1,十年之约
1,好东西
1,好评
1,完全o98k
1,很喜欢
1,不错
1,这个软件真好
1,很棒很棒
1,好
1,10年之约
1,好评啊
1,太棒了！
1,非常好
1,超级喜欢
1,挺好
1,爱了
1,提醒未来的我
1,超级好用
1,很不错
1,很有意思
1,很棒
1,很有意义
1,很好
1,挺棒的
1,挺好的
1,好棒
1,nice
1,棒棒的
1,很棒
1,很好
1,爱极了
1,很不错哦！！
1,喜欢  好用
1,太棒了
1,这款应用很好
1,很有意义
1,不错不错
1,超爱！
1,很棒的
1,很有意义
1,很棒啊
1,很有意义！
1,好棒！
1,太棒了
1,很好;很期待
1,很好
1,棒  期待
1,好
1,好
1,很棒
1,很棒☺️
1,不错
1,超棒
1,棒棒棒
1,真好
1,很好的软件
1,新颖
1,超级棒
1,我喜欢
1,棒棒哒
1,超棒的
1,很好
1,期待结果
1,棒棒哒
1,good
1,爱;热爱
1,满意满意
1,超级棒的软件
1,可以
1,好
1,超级喜欢嘻嘻
1,挺不错的
1,好呢好呢
0,不好玩。
1,很棒
1,非常好
1,挺好的
1,很感动的感觉
1,真的很好呐
1,很棒的APP
1,真的不错
1,很好
1,爱了
1,忘记这天吧！
1,爱了爱了
1,很好
1,可以
1,超棒
1,非常好
1,非常好的软件
1,感动
1,超级棒;超赞
1,真的很棒
1,很好用
1,感觉还不错
1,很棒
1,棒棒哒
1,很好
1,非常喜欢
1,我喜欢
1,挺好的
1,很好
1,超级棒！
1,完美
1,真的很喜欢
1,很优秀
1,好
1,宝藏APP
1,太棒了
1,好！
1,很好
1,啊啊啊啊挺好
1,满分
1,很贴心的软件
1,神仙APP
1,不错
1,超级脆
1,Cool
1,非常好
1,期待
1,特别棒
1,写;歇;谢。
1,很好的想法
1,期待
1,特别好
1,很好
1,赞！
1,很感动
1,挺好的
1,不错;
1,期待一下
1,太棒了
1,好啊
1,很好哦
1,很好的
1,很喜欢
1,奇妙的感觉
1,等待收信
1,很喜欢
1,喜欢
1,很喜欢
1,加油
1,非常可以
1,好
1,很好
1,很好
1,很棒
1,真好
1,很好用
1,很好
1,真的很不错
1,不错;喜欢
1,很好用的
1,好用
1,喜欢
1,好。
1,很好
1,不错;很喜欢
1,很棒哦
1,超好的
1,表示很喜欢
1,挺好
1,一直支持！
1,还可以
1,愿你不负所期
1,可以
1,很棒
1,很棒哦
1,很好
1,很棒的
1,期待未来的我
1,喜欢
1,感觉挺不错的
1,这次自己的信
1,挺好用
1,愿不忘初心
1,很好
1,还行
1,挺好的。
1,很棒的软件
1,真的好好!
1,很好
1,真好♡
1,我希望你快乐
1,特别棒
1,好棒啊！
1,很喜欢
1,满分
1,很不错
1,好
1,超级好
1,神仙软件
1,非常好！
1,超棒的
1,加油
0,进不去。
1,很期待
1,很好;超棒
1,很喜欢
1,挺好的
1,挺好。
1,不错;可以
1,很棒;很文艺
1,很棒的软件。
1,谢谢
1,挺好的
1,质问自己的心
1,太完美了
1,很棒的应用
1,很好
1,妙啊
1,挺好的
1,超级好啊
1,可以
1,很好
1,爱了
1,情怀
1,很好
1,加油
1,好
1,很棒的软件
1,我的树洞
1,感觉不错
1,很棒
1,加油啊！
1,太好了很喜欢
1,很好
1,非常好用
1,不错不错
1,棒极了
1,好
1,我去;太爱了
1,很好用
1,喜欢
1,超级温柔
1,爱
1,好好玩
1,太好了吧
1,还好吧
1,真的很棒
1,好
1,很好
1,很好
1,很感动
1,不错;用心
1,挺好的
1,很好
1,很有意思。
1,超棒
1,挺棒的
1,真的是太可爱
1,很棒
1,很不错
1,加油
1,好喜欢有情怀
1,很喜欢
1,很有心的想法
1,很喜欢
1,很有心
1,很好
1,希望是永久
1,很喜欢
1,纸质太贵了
1,很有心吧。
1,我觉得挺好的
1,很期待
1,很棒
1,真的很好。
1,特别好的软件
1,我们更高处见
1,很棒
1,很喜欢呀
1,期待
1,哈哈哈期待
1,可以哒嘿嘿
1,很棒
1,感受颇多
1,很好
1,太喜欢了
1,希望能够如愿
1,很喜欢
1,好评
1,真的很棒
1,很好
1,希望一直在吧
1,很好哟
1,真好
1,喜欢
1,很有意义
0,一星保护
1,真的很好
1,很奇妙;
1,强烈安利
1,真好
1,刺激！
1,超棒的软件
1,感觉很棒
1,很喜欢
1,好。
1,好用
1,很有意义
1,期待收信
1,很好用
1,真的很好
1,特别好
1,很棒
1,很喜欢
1,嗯
1,棒棒哒
1,nice
1,很棒
1,超棒的完美
1,我很喜欢
1,很好
1,不错
1,治愈
1,很好
1,很好用
1,超喜欢
1,加油
1,真的很好用
1,喜欢;没别的
1,非常好用
1,非常喜欢
1,五星好评
1,五星保护❤️
1,挺好的
1,很好的软件
1,很好;很感动
1,很好
1,很好
1,真的很好
0,挺好的
1,太好了
1,很好的app
1,满分！
1,挺好
1,好好
1,好
1,好
1,加油
1,太棒了
1,很好
1,不错
1,很不错的！
1,太棒了
1,好
1,非常棒！
1,很好啊。
1,很好呢
1,很好
1,期待！
1,很有意义
1,强烈推荐
1,good
1,感觉很好！
1,还行
1,喜欢这个
1,不错
1,感觉还不错
1,真好
1,别辜负自己
1,很棒
1,非常好！
1,用心;感动
1,太棒了！
1,期待
1,期待收信
1,很棒的APP
0,一星保护
1,！！！！好
1,很好
1,很好
1,很棒
1,很棒
1,很好的软件
1,感觉真的很好
1,好评
1,很有意义
1,太棒了吧
1,祝你未来可期
1,很喜欢
1,很喜欢
1,喜欢
1,惊喜和感动
1,很有意义
1,非常棒真的
1,挺好的
1,很好
1,挺喜欢的
1,很好啊。
1,让人感触很深
1,非常不错;
1,很好啊
1,未来加油
1,挺好的
1,很喜欢
1,蛮不错的
1,非常好
1,非常好
1,好喜欢
1,为了未来加油
1,不错
1,超棒的
1,很好
1,超棒！
1,很好的软件
1,很棒
1,我觉得超棒
1,还不错
1,棒
1,很喜欢
1,超棒
1,就是特别好;
1,挺好的
1,很好的APP
1,挺好
1,很好
